url,post_nummer,boligtype,boligstorrelse,grundstorrelse,vaerelser,etage,byggeår,om_byggeår,skatter,boligareal_tinglyst,toiletter,badevaerelser,pris,handelstype,salgsmaned,salgsar
https://www.boliga.dk/salg/info/101/239489/FA6162C7-4CD2-49D0-8C99-30E9EF1489EE,"Horsekildevej 30, st. th 2500 Valby",Ejerlejlighed,57,0,2,0,1932, ,901,52, , ,1000000,Alm. frit salg,12,2008
https://www.boliga.dk/salg/info/101/829979/8EB9023B-5056-4973-A725-BE7112FAE9CF,"Vigerslevvej 59A, 2. th 2500 Valby",Ejerlejlighed,64,0,3,2,1931,0,907,57,1,1,1000000,Alm. frit salg,12,2008
https://www.boliga.dk/salg/info/147/70926/2E186FAF-D8E6-40A6-974C-D72FF7A472C4,"Langelandsvej 13, 4. tv 2000 Frederiksberg",Ejerlejlighed,67,0,3,4,1899,0,1106,61,1,1,1510000,Alm. frit salg,12,2008
https://www.boliga.dk/salg/info/187/39754/4174B803-12B8-41F3-88DF-A0C2D0EA30BF,"Vejlegårdsparken 14, 5. 51 2665 Vallensbæk Strand",Ejerlejlighed,39,0,1,5,1966,0,397,30,1,1,485000,Alm. frit salg,12,2008
https://www.boliga.dk/salg/info/101/984290/27BCB173-B5A9-4A29-B852-0BECBAC124A9,"Ben Websters Vej 140, 3. th 2450 København SV",Ejerlejlighed,88,0,3,3,2006,0,1661,79,1,1,2425000,Alm. frit salg,12,2008
https://www.boliga.dk/salg/info/101/6828/F75FF725-DD44-4E34-A227-B615943F2537,"Vigerslevvej 295, 2. tv 2500 Valby",Ejerlejlighed,101,0,3,2,2008,0,2327,96,1,1,2250000,Alm. frit salg,12,2008
https://www.boliga.dk/salg/info/101/882390/7C333E2B-FBD2-4D73-ABE4-152623EC88A6,"Nyhavn 12, 1. 1051 København K",Ejerlejlighed,273,0,7,1,1780,0,5433,256,1,1,525000,Alm. frit salg,12,2008
https://www.boliga.dk/salg/info/157/265881/BDB3EECB-5151-494B-9910-745BA244329B,"Høyrups Alle 2, 5. th 2900 Hellerup",Ejerlejlighed,142,0,5,5,1929,0,1936,142,1,1,3200000,Alm. frit salg,12,2008
https://www.boliga.dk/salg/info/101/659780/B7A1B099-3ABF-4446-B998-9CE3C6AB6128,"Øresund Parkvej 14, 4. th 2300 København S",Ejerlejlighed,90,0,2,4,2005,0,2119,77,1,1,3280000,Alm. frit salg,12,2008
https://www.boliga.dk/salg/info/101/157857/3244B7F1-25C3-4211-935F-FBCC20BE9747,"Frederikssundsvej 68G, 1. th 2400 København NV",Ejerlejlighed,71,0,2,1,1932,0,984,66,1,1,975000,Alm. frit salg,12,2008
https://www.boliga.dk/salg/info/175/54626/6C416AD6-B7DC-41EB-A98C-2FD10141C14D,"Roskildevej 299A, 1. th 2610 Rødovre",Ejerlejlighed,66,0,3,1,1939,0,739,62,1,1,1100000,Alm. frit salg,12,2008
https://www.boliga.dk/salg/info/101/707717/3402100B-3475-4253-964A-45CCC803A35D,"Jydeholmen 42, 4. th 2720 Vanløse",Ejerlejlighed,80,0,3,4,1931,0,1185,73,1,1,1000000,Alm. frit salg,12,2008
https://www.boliga.dk/salg/info/101/192431/EA9FD430-542E-4930-9B8A-7A47467E2756,"Grønningen 7, 5. mf 1270 København K",Ejerlejlighed,44,0,1,5,1939,0,604,37,1,1,1366086,Alm. frit salg,12,2008
https://www.boliga.dk/salg/info/101/970140/B61F2678-03F7-4C17-ADE7-620F0BC52DBD,"Boldhusgade 4, 2. 1062 København K",Ejerlejlighed,110,0,3,2,1796,1975,1619,96,1,1,3000000,Alm. frit salg,12,2008
https://www.boliga.dk/salg/info/101/554490/F9B273EE-626A-4450-AA8E-0C3117F7C75B,"Holmbladsgade 70A, 5. tv 2300 København S",Ejerlejlighed,125,0,3,5,1913,1946,1470,120,1,1,2850000,Alm. frit salg,12,2008
https://www.boliga.dk/salg/info/159/182514/032B8BE9-3F77-40BA-B026-5389F11E6B89,"Gyngemose Parkvej 17, 5. tv 2860 Søborg",Ejerlejlighed,69,0,2,5,2006,0,1270,57,1,1,1243750,Alm. frit salg,12,2008
https://www.boliga.dk/salg/info/147/217706/446310D2-3A69-4A2B-AF5D-F4FF224F7233,"Carit Etlars Vej 24, 5. tv 1814 Frederiksberg C",Ejerlejlighed,85,0,3,5,1980,0,1973,75,1,1,3300000,Alm. frit salg,12,2008
https://www.boliga.dk/salg/info/147/226284/CD352783-3806-4FF2-99D6-27CF64B7D311,"Kongensvej 12, 1. 2000 Frederiksberg",Ejerlejlighed,181,0,6,1,1883,0,4260,199,1,1,5000000,Alm. frit salg,12,2008
https://www.boliga.dk/salg/info/101/538664/AB71316C-67BF-4CF8-B3FA-56DBA0C6E8E6,"Strandvejen 95, 2. tv 2100 København Ø",Ejerlejlighed,129,0,4,2,1957,0,3204,133,2,1,2650000,Alm. frit salg,12,2008
https://www.boliga.dk/salg/info/147/185766/BF7F0692-C9E5-487E-8122-D451D471B0A4,"Bülowsvej 44, 1. tv 1870 Frederiksberg C",Ejerlejlighed,186,0,7,1,1905,0,2718,174,2,1,3950000,Alm. frit salg,12,2008
https://www.boliga.dk/salg/info/157/308038/651487C4-2473-4B80-ACE6-F9BEC4F4503C,"Tuborg Havnepark 6, 3. tv 2900 Hellerup",Ejerlejlighed,158,0,4,3,2007,0,3390,147,1,1,6200000,Alm. frit salg,12,2008
https://www.boliga.dk/salg/info/175/88407/C41CA5C4-2073-45DC-97CD-C2037628278B,"Rødovrevej 323, 1. tv 2610 Rødovre",Ejerlejlighed,83,0,3,1,1967,0,819,80,2,1,1160000,Alm. frit salg,12,2008
https://www.boliga.dk/salg/info/167/4172/740C296F-121D-4067-881B-883A77BD7421,Baunebakkevej 135 2650 Hvidovre,Ejerlejlighed,62,0,2,3,1965,0,819,61,1,1,1250000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/147/95546/A31820F8-D540-4DEC-89D4-90A2F16F16DD,"Platanvej 8, 3. th 1810 Frederiksberg C",Ejerlejlighed,63,0,2,3,1972,0,1151,57,1,1,1150000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/157/214330/8F038F25-4953-4FF0-95B0-ABBE43612CF0,"Tværbommen 49, st. th 2820 Gentofte",Ejerlejlighed,69,0,3,0,1946,0,832,64,1,1,1200000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/101/2297/6701DD05-1793-4C67-B858-28973343E24A,"Sundby Parkvej 18, 4. tv 2300 København S",Ejerlejlighed,112,0,3,4,2007,0,2605,99,1,1,3150000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/157/123378/209CB85A-44A7-4AA7-A6C4-51B5B8D2EB76,"Løvspringsvej 2B, 2. th 2920 Charlottenlund",Ejerlejlighed,93,0,3,2,1950,0,1452,84,1,1,2400000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/101/567575/19775E26-E181-4C5D-9839-2F941AA5B246,"Dagmarsgade 3A, 1. 2200 København N",Ejerlejlighed,128,0,4,1,1904,0,2129,106,1,1,2100000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/101/78450/98977094-B3E0-48C1-9C37-447504ADD933,"Brønshøjvej 11, 1. tv 2700 Brønshøj",Ejerlejlighed,55,0,2,1,1934,0,860,50,1,1,750000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/101/671445/8BB55D99-B033-4DA4-9C23-70456094753C,"Øster Søgade 30, 4. tv 1357 København K",Ejerlejlighed,120,0,4,4,1883,1999,2013,113,1,1,3650000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/157/254928/93A24965-8B19-4323-A491-E019FE56F2CE,"Phistersvej 13, 2. tv 2900 Hellerup",Ejerlejlighed,106,0,3,2,1952,0,1989,100,1,1,4050000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/147/2238/CC6EEC9C-8AC1-454B-BB31-854FA267B73A,"Aksel Møllers Have 8, 3. th 2000 Frederiksberg",Ejerlejlighed,93,0,3,3,1944,0,1507,83,1,1,2000000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/101/738337/0D24E540-802E-429D-B6A4-C4465DF7FDA5,"Østerbrogade 210, 1. tv 2100 København Ø",Ejerlejlighed,71,0,2,1,1938,0,1273,64,1,1,1195000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/101/372081/87DF606E-05B4-47F5-B1BD-7D705382A09D,"Marstalsgade 46, 4. th 2100 København Ø",Ejerlejlighed,69,0,3,4,1904,0,1089,62,1,1,1600000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/183/22598/E7E39517-6609-41A0-90DF-787D4BEA0960,"Vejledalen 52, 2. mf 2635 Ishøj",Ejerlejlighed,40,0,1,2,1974,0,518,39,1,1,470000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/147/190344/EE538995-2C6B-4A1F-A50E-2618FB4E06BC,"Godthåbsvænget 31, 5. tv 2000 Frederiksberg",Ejerlejlighed,87,0,3,5,1977,0,1888,79,1,1,2000000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/157/187546/F222D79D-4B57-4014-941C-BD5F7C9B6121,"Strandvejen 110E, 1. tv 2900 Hellerup",Ejerlejlighed,73,0,3,1,1902,2006,1272,64,1,1,2100000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/147/56273/C4712BDB-740D-4B3F-B6DA-3519E7BE411E,"Henrik Ibsens Vej 7, 2. th 1813 Frederiksberg C",Ejerlejlighed,96,0,3,2,1900,0,1731,87,1,1,2200000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/101/440664/EA49CBE8-4181-4AEB-A786-685061F487E0,"Prags Boulevard 52, 3. 2300 København S",Ejerlejlighed,74,0,3,3,1937,0,1183,63,1,1,1240000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/101/666522/49A93326-CC38-426B-9962-DA3774BDA940,"Østerbrogade 56C, 1. th 2100 København Ø",Ejerlejlighed,177,0,5,1,1893,0,2663,164,1,1,3800000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/151/149291/11522F1E-7F64-4AA1-86FE-DE63769F1531,"Bækholmen 46, 1. b 2760 Måløv",Ejerlejlighed,103,0,4,1,2011,0,1946,101,1,1,2500000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/101/235610/1BEAE606-7254-47F6-818C-D208E6E10727,"Holsteinsgade 12A, 2. tv 2100 København Ø",Ejerlejlighed,70,0,2,2,1908,0,1267,62,1,1,1300000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/183/57103/098CD07D-F84C-4A3A-8A85-D9C891FC9D1B,"Vejlebrovej 103, 1. th 2635 Ishøj",Ejerlejlighed,93,0,2,1,2002,0,1361,90,1,1,1995000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/185/49337/EC379351-5179-41D1-BAAD-EC3E8A03755A,"John Tranums Alle 25, 2. tv 2770 Kastrup",Ejerlejlighed,69,0,3,2,1953,0,1051,71,1,1,1250000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/101/171850/5DC8A742-2DA1-4434-AAE8-53E7DCAD2551,"Overgaden Neden Vandet 1B, st. th 1414 København K",Ejerlejlighed,104,0,3,0,2001,0,3061,90,1,1,3250000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/230/6389/4E1F9C64-7DD9-48BC-9E94-31EFF512353A,"Skodsborgvej 338, st. tv 2850 Nærum",Ejerlejlighed,76,0,3,0,1951,0,1151,69,1,1,785000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/157/164139/59075CCB-94D8-4E1C-A269-57EBD818EC40,"Skjoldagervej 42, 1. th 2820 Gentofte",Ejerlejlighed,82,0,3,1,1955,0,1218,76,1,1,1495000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/101/145190/3CC25EC2-46B3-4D48-94B6-96FDA6933EA9,"Floras Allé 22, st. th 2720 Vanløse",Ejerlejlighed,77,0,3,0,1933,0,988,72,1,1,1275000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/101/398790/6E9CE8AE-BDB6-4024-9D6D-8A236BCD758A,"Carl Th. Zahles Gade 14, 4. th 2300 København S",Ejerlejlighed,165,0,5,4,2004,0,3911,151,2,2,4150000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/101/2146/855F75C5-CD51-4685-968C-50FA164F75D3,"Teglholm Tværvej 33, st. 2 2450 København SV",Ejerlejlighed,108,0,4,0,2007,0,2405,99,1,1,3100000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/147/151721/A8362880-92A0-4EDE-92CD-3F89ED4221FF,"Bernhard Bangs Alle 7, 3. tv 2000 Frederiksberg",Ejerlejlighed,88,0,3,3,1973,0,1744,83,1,1,1900000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/147/239386/B5D73B10-7766-44FE-8733-62BFFE5EBA0E,"Sankt Knuds Vej 8C, 2. 1903 Frederiksberg C",Ejerlejlighed,141,0,3,2,1868,0,2857,176,1,1,5900000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/169/143420/6D453341-36DC-4A69-A0EF-2F8824BED5FD,"Parkvej 145, st. mf 2630 Taastrup",Ejerlejlighed,31,0,1,0,1972,0,331,33,1,1,499312,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/253/186178/7B1AECC5-B82E-462D-9146-1A0B0861AAEB,"Rådhusholmen 2, 1. th 2670 Greve",Ejerlejlighed,80,0,3,1,2005,0,1329,68,1,1,1950000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/169/64555/44D15B12-29C8-4DD5-960C-6CDE9E67155A,"Roskildevej 356, 1. tv 2630 Taastrup",Ejerlejlighed,67,0,3,1,1956,0,678,63,1,1,1099000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/101/736750/5826EB6F-0DD5-4A0C-B3AD-923D8C143C9F,"Kløverbladsgade 10, 1. 2500 Valby",Ejerlejlighed,76,0,3,1,1904,0,1839,74,1,1,1900000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/101/888509/30D8F20C-3645-419D-B5EC-8AD106AFCAC6,"Amaliegade 11, 3. 1256 København K",Ejerlejlighed,216,0,6,3,1755,1870,4121,191,2,2,6500000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/101/875911/9E81E326-80B1-4169-96D0-D7D0A25D0216,"Tuborgvej 23, 1. 8 2900 Hellerup",Ejerlejlighed,69,0,2,1,1978,0,1372,61,1,1,1450000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/147/180683/80A1CFA8-80FA-4DA9-A5D2-A4452860B0E9,"Pile Alle 5G, 1. th 2000 Frederiksberg",Ejerlejlighed,93,0,3,1,1975,0,2115,86,1,1,2400000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/101/21394/BF0D6C52-02B2-418F-937C-2226D893FE8D,"Amagerfælledvej 15, 2. th 2300 København S",Ejerlejlighed,98,0,4,2,1913,0,1356,91,1,1,1750000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/101/6006/D9B76279-3C3A-4919-8695-42B5ABBE0AF5,"Kenny Drews Vej 89, 4. tv 2450 København SV",Ejerlejlighed,101,0,3,4,2008,0,2070,91,1,1,2500000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/147/143370/3C9AC276-93B9-4119-B4E4-255BAB16A88F,"Finsensvej 11C, 1. th 2000 Frederiksberg",Ejerlejlighed,93,0,3,1,1969,0,1734,85,2,1,2150000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/147/143435/74027451-DF84-4757-A166-D608BDFB853F,"Finsensvej 11C, 4. th 2000 Frederiksberg",Ejerlejlighed,93,0,3,4,1969,0,1734,85,2,1,2100000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/157/291734/0B037435-72A2-45C3-948F-B4B7ECAD8C01,"Hyldegårdsvej 9, 2. tv 2920 Charlottenlund",Ejerlejlighed,108,0,3,2,1988,0,1912,92,1,1,3100000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/157/259210/6007EFA1-AEF0-4A26-AA49-4875284B007F,"Strandparksvej 7, 2. 2900 Hellerup",Ejerlejlighed,178,0,6,2,1907,0,3942,235,2,1,9000000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/159/140059/F6CC2BCD-0DC4-48C8-BB7F-005231D4C725,"Vadholm 6, st. tv 2800 Kongens Lyngby",Ejerlejlighed,43,0,2,0,1943,0,863,49,1,1,795000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/101/71235/81703BD4-5393-4841-8B44-25B25CA0333D,"Bremensgade 32, st. tv 2300 København S",Ejerlejlighed,89,0,2,0,1935,1977,1175,81,1,1,1300000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/159/182560/4255A3B7-2C5D-45FF-98AF-0F1272C1A84B,"Telefonvej 4D, 2. tv 2860 Søborg",Ejerlejlighed,100,0,4,2,2007,0,1700,91,1,1,2375000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/101/446590/92ED5CC3-0C3B-4CFB-9A6E-F1CBECA1FE64,"Valbygårdsvej 70, st. 2500 Valby",Ejerlejlighed,89,0,3,0,1900,0,2789,169,1,1,2200000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/159/150313/995D28A3-8BAB-4BD4-A10B-FD9515D5481B,"Tinghøjvej 58, st. 4 2860 Søborg",Ejerlejlighed,48,0,1,0,1973,0,592,48,1,1,825000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/159/182576/4F377CEF-4578-48EF-80CD-E58259404A11,"Telefonvej 4F, st. th 2860 Søborg",Ejerlejlighed,73,0,2,0,2007,0,1188,64,1,1,1530000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/101/774635/370BEEEA-1432-43A3-8BA4-FEA6C2A38483,"Vester Søgade 24, 7. tv 1601 København V",Ejerlejlighed,82,0,2,7,1974,0,1312,72,1,1,3475000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/101/628779/ABACDB32-FFF3-4A74-9C55-C253EA3E9DE3,"Vestmannagade 2, 5. tv 2300 København S",Ejerlejlighed,138,0,5,5,1906,1960,1860,129,1,1,3800000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/101/888967/9A59466E-ECAD-448F-B2D5-AD18BFDAEFCB,"Strandvejen 65B, 2. th 2100 København Ø",Ejerlejlighed,99,0,4,2,1938,0,2223,94,1,1,3300000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/101/232247/CC6C2388-AFC4-4330-B1AA-05AA124E1435,"Hollænderdybet 16, 4. th 2300 København S",Ejerlejlighed,60,0,2,4,1917,0,863,53,1,1,1375000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/169/185419/F4F101F3-C004-41FC-B7F3-AA1DB4F2376E,"Taastrup Hovedgade 111A, 2. 1 2630 Taastrup",Ejerlejlighed,98,0,3,2,2006,0,1267,87,1,1,1999873,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/147/135521/CE15D6B9-8668-4BBD-B27D-EAB8ADEEF755,"Borups Alle 113, 4. m 2000 Frederiksberg",Ejerlejlighed,100,0,3,4,1972,0,1415,86,1,1,2100000,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/147/244932/AD31AFC3-1D7F-4592-8EC3-95EC4AC5AFCA,"A.D. Jørgensens Vej 67, 2. 2 2000 Frederiksberg",Ejerlejlighed,102,0,3,2,1991,0,2409,86,1,1,2460088,Alm. frit salg,11,2008
https://www.boliga.dk/salg/info/101/4613/7866FBDE-C02C-418F-984B-7540F1A3008A,"Overgaden Oven Vandet 20A, st. 1415 København K",Ejerlejlighed,32,0,1,0,1802,0,542,60,1,1,1425000,Alm. frit salg,11,2008
