url,post_nummer,boligtype,boligstorrelse,grundstorrelse,vaerelser,etage,byggeår,om_byggeår,skatter,boligareal_tinglyst,toiletter,badevaerelser,pris,handelstype,salgsmaned,salgsar
https://www.boliga.dk/salg/info/101/282066/CC768ADB-D146-4CD7-A0E5-A1D114DA36BD,"Julius Bloms Gade 5, 2. th 2200 København N",Ejerlejlighed,69,0,2,2,1905,0,906,59,1,1,3795000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/157/76043/1A173905-075F-4B9E-8203-10EB3A6DBAA3,"Grøntoften 7, 1. tv 2870 Dyssegård",Ejerlejlighed,63,0,3,1,1931,0,790,68,1,1,2285000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/147/81146/D6BA197A-274F-4BEF-8D06-B4788E677AC6,"Munkensvej 2, 4. tv 2000 Frederiksberg",Ejerlejlighed,67,0,2,4,1908,0,964,60,1,1,3055000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/834697/EBCDA213-6D41-4362-9EFC-3B43EB81524A,"Adelgade 1, 3. 36 1304 København K",Ejerlejlighed,68,0,3,3,1972,0,1426,60,1,1,3800000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/679357/A54CE9FA-B5E1-4E89-9C34-AF057498E7FF,"Ålandsgade 1, 4. tv 2300 København S",Ejerlejlighed,136,0,5,4,1901,0,741,92,2,1,2550000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/147/48726/5829B56A-FD62-45B0-9603-68CC911A3BE0,"Godthåbsvej 61A, 2. tv 2000 Frederiksberg",Ejerlejlighed,67,0,3,2,1898,0,1027,60,1,1,3650000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/321541/5BAD5DC4-B30D-4E1F-90CC-3473CE33F3F5,"Kretavej 49, 2. tv 2300 København S",Ejerlejlighed,55,0,2,2,1935,0,725,50,1,1,2250000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/169/118353/1884F1E1-F3EA-4FCE-BAEB-DC9EAC933C0C,"Taastrup Have 9, 1. th 2630 Taastrup",Ejerlejlighed,68,0,3,1,1963,0,409,65,1,1,1753000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/146480/3BB400E3-B4DC-45C5-9A32-6D332405111F,"Florensvej 12, 1. tv 2300 København S",Ejerlejlighed,52,0,2,1,1940,0,870,49,1,1,1930000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/47768/61E03E32-413A-4591-B213-17300EB2F9E3,"Birkegade 15A, 3. th 2200 København N",Ejerlejlighed,52,0,2,3,1892,0,774,45,1,1,3505000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/173/166788/54ED977A-43DF-4B65-B682-466373B86DD3,"Virum Stationsvej 149C, 1. tv 2830 Virum",Ejerlejlighed,50,0,2,1,1962,0,696,45,1,1,1620000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/156451/63BC85AA-01BD-4A30-9F90-93F6B54AB66A,"Frederikssundsvej 25, 3. th 2400 København NV",Ejerlejlighed,141,0,5,3,1902,0,1958,134,1,1,5600000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/973/56B9562A-EDF9-43A6-A117-EA2D88757AD5,"Weidekampsgade 37, 2. tv 2300 København S",Ejerlejlighed,74,0,2,2,2007,0,1727,63,1,1,3350000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/223/99726/CE695469-55C4-481D-8155-BAD40DEB79DF,Agiltevej 23A 2970 Hørsholm,Ejerlejlighed,155,0,3,2,1937,2006,1801,162,2,1,4295000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/169/135576/A41F9AF8-2DBF-4B40-82BD-CF0B5E43B2BC,"Murskeen 6, 4. 94 2630 Taastrup",Ejerlejlighed,42,0,1,4,1973,0,455,37,1,1,1000000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/326381/B8F95CE8-92BD-4F14-B98C-9A21F120AA19,"Krusågade 28, 4. tv 1719 København V",Ejerlejlighed,60,0,2,4,1906,2001,950,50,1,1,3495000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/159/30008/B33DCA1E-92D3-4958-A160-230670934298,"Christianehøj 129, 1. th 2860 Søborg",Ejerlejlighed,61,0,3,1,1939,0,1337,61,1,1,2050000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/169/138486/586BD02D-F30D-4F08-9BCE-1B2D357B3881,"Saksen D 1, st. 4 2630 Taastrup",Ejerlejlighed,36,0,1,0,1972,0,359,32,1,1,925000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/805816/7B72820A-577E-414D-B3FF-DF2FEBF94C1C,"Valby Langgade 28, 2. th 2500 Valby",Ejerlejlighed,88,0,3,2,1935,0,1120,80,1,1,3950000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/671526/BC0EB937-1B28-4E11-928E-EA1C77E6ABBA,"Øster Søgade 32, 2. th 1357 København K",Ejerlejlighed,231,0,7,2,1884,0,3922,218,2,2,11500000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/147/618/A66482F6-CCC3-4AE3-B009-5CCC4420A575,"Adilsvej 11, st. tv 2000 Frederiksberg",Ejerlejlighed,59,0,2,0,1890,2000,1015,52,1,1,3355000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/147/108478/8DCF0387-77DD-4748-8C18-22388172310D,"Rådmand Steins Alle 15, st. tv 2000 Frederiksberg",Ejerlejlighed,89,0,3,0,1956,0,1214,83,1,1,2920000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/147/216572/1B462931-112E-4DB9-B63F-A3942B913E88,"Wilkensvej 8, 4. tv 2000 Frederiksberg",Ejerlejlighed,98,0,3,4,1981,0,2056,90,1,1,3625000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/157/2007/55B2266A-02EF-4D25-A7F1-4B315CBC3300,"Ahlmanns Alle 21, st. 2900 Hellerup",Ejerlejlighed,120,0,3,0,1901,0,3727,182,2,1,4000000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/230244/8D0D931C-FD19-4676-8A62-2D3605A689A2,"Hjørringgade 9, 2. tv 2100 København Ø",Ejerlejlighed,49,0,2,2,1901,1958,894,41,1,1,2650000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/185/63844/04764F76-C346-460C-90C0-81604D56F3BA,"Kastrupkrogen 15, 2. th 2770 Kastrup",Ejerlejlighed,54,0,2,2,1939,0,664,53,1,1,1875000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/985792/99496F68-4734-4D1E-9CCB-972E8EF23FC4,"Classensgade 21, 2. 1 2100 København Ø",Ejerlejlighed,83,0,3,2,1988,0,2305,73,1,1,3850000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/169/136769/5DF24A01-BD60-4FCE-94AF-6E5C2DE945D2,"Taastrup Vænge 59, 2. mf 2630 Taastrup",Ejerlejlighed,66,0,2,2,1975,0,733,62,1,1,1750000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/157/45725/65889BEE-A081-4B85-89F1-80F39CE35753,"Ellebækvej 54, st. tv 2820 Gentofte",Ejerlejlighed,49,0,2,0,1942,0,626,45,1,1,1350000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/175/59040/ADDD7B43-CCEC-442F-ABFC-7A33492CF8F9,"Rødovre Parkvej 195, 1. tv 2610 Rødovre",Ejerlejlighed,84,0,4,1,1964,0,1059,78,1,1,2450000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/161/674/A6BB5BB6-BC31-4C6F-96C2-D4E0C8F64930,"Kirkebjerg Parkvej 2B, 4. tv 2600 Glostrup",Ejerlejlighed,110,0,4,4,2020,,0,100,1,1,3708000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/38849/38B17D0C-0EB4-49B2-BAD5-9DF88846CB04,"Monica Zetterlunds Vej 21, 4. tv 2450 København SV",Ejerlejlighed,114,0,4,4,0,0,2660,105,2,1,5550000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/159/183686/FA6968D8-D956-4C8C-BDB4-FD04D15EFBC8,"Vadstrupvej 28, st. 2880 Bagsværd",Ejerlejlighed,130,0,4,0,1991,2015,2027,130,1,1,4195000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/16601/F9B23DFE-5452-4004-AB7B-A18ECA29C43C,"Strandlodsvej 13C, 1. th 2300 København S",Ejerlejlighed,123,0,4,1,2015,0,2445,108,1,1,4795000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/157/182188/9E1D2C16-869C-434E-99F5-8EDDC4311AAE,"Sophus Bauditz Vej 2, 1. 2920 Charlottenlund",Ejerlejlighed,114,0,4,1,1900,0,2063,103,1,1,5395000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/40107/2AE6E700-5D1C-41F1-89DE-8B7855ABDB22,"Christian Langes Plads 9, 3. tv 2450 København SV",Ejerlejlighed,100,0,4,3,2020,,0,88,1,1,6095000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/36044/385D1C88-ACFB-4241-BC87-44F3D56A8B90,Ejler Billes Allé 56 2300 København S,Ejerlejlighed,120,0,5,4,2020,0,1135,120,2,2,12697000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/147/29500/33584085-3D53-44C9-9590-C2F8C778083B,"Ewaldsensvej 12, 3. tv 2000 Frederiksberg",Ejerlejlighed,66,0,2,3,1937,0,1016,60,1,1,3201000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/36031/626AA7A9-838E-4632-B4F4-E96E7B1D8A5E,Ejler Billes Allé 78 2300 København S,Ejerlejlighed,133,0,5,4,2020,0,1258,132,2,2,8898000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/6096/DDEA47A0-8D63-4760-94BA-07A339724C07,"Havneholmen 78, 4. mf 1561 København V",Ejerlejlighed,93,0,3,4,2008,0,2479,85,1,1,6850000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/6405/9035361D-4A51-4F9A-8A30-453CB79649E6,"Kenny Drews Vej 25, 1. th 2450 København SV",Ejerlejlighed,93,0,3,1,2008,0,1886,84,1,1,4150000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/169/50538/5ED15F8A-91CF-4A5A-8209-FD3737953676,"Lindevangshusene 76, 2. tv 2630 Taastrup",Ejerlejlighed,67,0,2,2,1968,0,732,64,1,1,1550000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/230/9523/80B9B3EA-6845-440B-8027-5DB78D8EFF67,"Søllerød Park 1, 1. 12 2840 Holte",Ejerlejlighed,88,0,3,1,1956,0,1569,84,1,1,2650000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/164411/C89EC3A0-1470-4EE4-B161-46F4CD899782,"Frederikssundsvej 416, 3. tv 2700 Brønshøj",Ejerlejlighed,62,0,3,3,1954, ,1048,57, , ,1600000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/282651/FA6DF693-3A8B-454B-BA6C-E8D3CE44F063,"Julius Bloms Gade 9, 3. th 2200 København N",Ejerlejlighed,87,0,3,3,1907,0,1223,80,1,1,4877000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/147/154763/C45B0132-6E78-42FB-894A-31527F0F5CBE,"Ved Andebakken 10, 4. mf 2000 Frederiksberg",Ejerlejlighed,88,0,3,4,1941,0,1368,82,1,1,4225000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/230/9848/DD1FE7FE-8F14-479C-9A46-603436C0D21A,"Søllerød Park 19, 1. 10 2840 Holte",Ejerlejlighed,101,0,4,1,1956,0,1896,97,1,1,3195000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/165/45750/F089E560-79DE-4958-AA0B-0C5BCE5FD1B1,"Topperne 9, 3. 33 2620 Albertslund",Ejerlejlighed,100,0,4,3,1972,1989,1148,98,1,1,2280000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/637999/0255B22C-EC84-47C2-A834-5CE28E6AE398,"Vigerslevvej 281A, 1. tv 2500 Valby",Ejerlejlighed,53,0,2,1,1940,0,951,48,1,1,1570000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/970000/F764581A-1F89-4FDE-A5FC-C9D32656C0B5,"Ny Adelgade 9, 1. th 1104 København K",Ejerlejlighed,70,0,3,1,1800,2001,446,66,1,0,3995000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/159/164128/FFA4940C-1240-4758-8334-436C66687002,"Bagsværd Hovedgade 113, 2. tv 2880 Bagsværd",Ejerlejlighed,67,0,3,2,1946,1976,719,67,1,1,1860000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/161/24686/DC3B0F0F-3062-43DE-AE37-20725D20B938,"Magnoliavej 8, 2. tv 2600 Glostrup",Ejerlejlighed,63,0,3,2,1946,0,759,66,1,1,1725000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/303918/09AC08A2-A7FA-4F2B-8BD2-D696DECDB144,"Kirsteinsgade 4, 3. tv 2100 København Ø",Ejerlejlighed,135,0,5,3,1907,1939,2202,127,1,1,8000000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/168255/1E481164-1D85-4C1F-96BD-D16A0BA37A17,"Frimestervej 42, 3. th 2400 København NV",Ejerlejlighed,49,0,1,3,1937,0,805,44,1,1,2250000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/169/179018/256BF179-DF4C-4130-91CB-E90528A49143,"Hedetoften 38, st. 2640 Hedehusene",Ejerlejlighed,107,0,4,0,2002,0,1977,134,1,1,2500000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/968790/85D6F255-C1BC-411C-AC1B-00AC92171E2C,"Sankt Peders Stræde 27B, 2. 1453 København K",Ejerlejlighed,99,0,3,2,1809,2003,2026,85,1,1,5445000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/804127/DD03AB56-5D33-4ACA-BD7A-EC3659130661,"Frederikssundsvej 280, 2. 2700 Brønshøj",Ejerlejlighed,112,0,4,2,1930,0,1897,91,1,1,3795000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/320642/2C47FA43-DA22-4EA1-BAF2-699BA2AC2F81,"Krabbesholmvej 31, 1. tv 2700 Brønshøj",Ejerlejlighed,57,0,2,1,1934,0,878,52,1,1,1850000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/147/71418/C2ACDC5F-DC6B-4C6C-96A3-22034D0D3B34,"Langelandsvej 41, 4. th 2000 Frederiksberg",Ejerlejlighed,68,0,3,4,1898,0,1164,58,1,1,4255000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/695719/78510276-6B9E-4E9A-A7F9-EF0FD3B30CF3,"Krogerupgade 57, 4. th 2200 København N",Ejerlejlighed,52,0,2,4,1935,0,819,48,1,1,480000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/662829/41FF2A08-2413-47D0-8E25-46DC54EB1B13,"Ørnevej 19, 1. th 2400 København NV",Ejerlejlighed,47,0,2,1,1935,0,757,41,1,1,2195000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/147/192479/F9C5C9D4-CD9E-4AF9-96B8-24536C099D66,"Kronprinsesse Sofies Vej 22, 3. 2 2000 Frederiksberg",Ejerlejlighed,34,0,1,3,1964,0,606,30,1,1,1750000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/14300/D8EF0B6E-2389-480F-A9FF-F431E56BB1E6,"Markmandsgade 27, 5. th 2300 København S",Ejerlejlighed,88,0,3,5,2014,0,2342,77,1,1,4495000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/13330/27F2A55C-ACC6-4202-8B91-1AA277B12113,"Teglholmsgade 50, 1. tv 2450 København SV",Ejerlejlighed,82,0,3,1,2014,0,1770,69,1,1,3570000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/33547/F9B73AEA-82AE-4B40-AEBD-F6D020719C57,Blegdamsvej 28L 2200 København N,Ejerlejlighed,86,0,3,4,1920,0,3315,86,1,1,5795000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/436284/B203C30A-8A10-4461-BCEE-423E83B313F2,"Peter Fabers Gade 43, 3. th 2200 København N",Ejerlejlighed,51,0,2,3,1895,0,707,43,1,1,2600000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/17771/1D3A9536-FA8A-4BFF-A087-BEAE68D90C13,"Puggaardsgade 18, 3. th 1573 København V",Ejerlejlighed,87,0,2,3,1917,2015,1001,75,1,1,5050000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/780473/B3E54072-7FA9-4FCC-B763-67FEA4EAF75F,"Gernersgade 9, 3. th 1319 København K",Ejerlejlighed,38,0,2,3,1854,1977,908,33,1,1,1750000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/147/11822/EF7B7423-17C3-4B0D-9328-E41945760F8A,"Bispeengen 13, 4. th 2000 Frederiksberg",Ejerlejlighed,68,0,3,4,1911,0,917,61,1,1,3470000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/837530/B07D970D-45BD-407D-BDCA-ECA574CED032,"Pilestræde 35D, 2. 1112 København K",Ejerlejlighed,103,0,2,2,1810,0,2382,88,0,1,4930000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/973310/63FFE3C4-08DA-4B82-AB17-2A09C255B094,"Ernie Wilkins Vej 27, 2. th 2450 København SV",Ejerlejlighed,94,0,3,2,2006,0,1787,84,1,1,4510000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/159/183259/775A1AA3-68A3-465E-BBD8-06C1E1107C8F,"Gyngemose Parkvej 57, 3. tv 2860 Søborg",Ejerlejlighed,87,0,4,3,2008,0,1510,79,1,1,2690000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/43509/E927C259-914D-4CBB-BAAD-9249FB2AD3C0,"Bergthorasgade 15, 6. 1 2300 København S",Ejerlejlighed,62,0,1,6,1970,0,997,54,1,1,2795000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/185/121968/DEE0FE69-2BBE-4780-8EA1-1D28E8BBFF8E,"Kastruplundgade 52, 2. th 2770 Kastrup",Ejerlejlighed,76,0,4,2,1950,0,1177,70,1,1,2650000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/721779/0A6E4EC4-D3C8-44A9-8BDD-32E7C00BEE97,"Tagensvej 56, 4. tv 2200 København N",Ejerlejlighed,68,0,3,4,1933,0,904,64,1,1,3400000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/622851/47F38071-1003-48E7-8B6A-A793A52670EC,"Vestbanevej 14, 3. th 2500 Valby",Ejerlejlighed,77,0,3,3,1934,0,1146,69,1,1,3410000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/169/114455/D370D9AC-3DDB-4E20-A5D0-C7477C5D5B84,"Saven D 4, 2. 1 2630 Taastrup",Ejerlejlighed,57,0,2,2,1974,0,596,56,1,1,1150000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/30229/48786BB6-96D4-434B-9DB3-3DFFAB111AD1,"Asger Rygs Gade 3, 2. tv 1727 København V",Ejerlejlighed,77,0,3,2,1906,0,906,69,1,1,3300000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/25350/14D797FF-D729-4430-854D-E8E3FABE810C,"Bohrsgade 2, 16. 4 1799 København V",Ejerlejlighed,163,0,3,16,2018,0,3664,144,1,1,7000000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/16574/C02E2003-EBB2-415B-BAC9-C0D2B577873A,"Amager Strandvej 142D, 2. tv 2300 København S",Ejerlejlighed,131,0,4,2,2015,0,2785,120,2,2,8375000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/37995/4B8D7A12-3F87-40E9-8583-F50A5CCDBBEC,"Andrei Sakharovs Vej 17, 5. mf 2450 København SV",Ejerlejlighed,73,0,4,5,2020,0,1662,63,1,1,3900000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/140466/1749BD30-0266-4DF5-A2BA-C541F3F49A09,"Fjenneslevvej 8, 1. tv 2700 Brønshøj",Ejerlejlighed,51,0,2,1,1935,0,885,46,1,1,1750000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/6547/DD45EA5C-C740-4293-B988-2905AFC737CE,"Havneholmen 32, 4. th 1561 København V",Ejerlejlighed,112,0,3,4,2008,0,2560,103,1,1,6900000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/470814/BBE1275B-5B00-4FA7-AC60-BD83B130DE29,"Rothesgade 4, 2. th 2100 København Ø",Ejerlejlighed,123,0,5,2,1904,0,1981,114,1,1,7400000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/336280/5EC08F73-C8AF-4EE7-B869-56B6EABE95E1,"Jagtvej 200, 2. th 2100 København Ø",Ejerlejlighed,184,0,5,2,1920,0,1925,173,1,1,7650000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/175/93117/BE7D07DD-A6B2-4F50-801E-717A0E663E9A,"Brunevang 92, 1. 26 2610 Rødovre",Ejerlejlighed,45,0,1,1,1976,0,507,37,1,1,1200000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/157067/89F83314-1596-415C-89D1-01336A1AD051,"Frederikssundsvej 68A, 4. tv 2400 København NV",Ejerlejlighed,78,0,3,4,1932,0,1228,72,1,1,2700000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/180000/D562A9EC-09B4-4ACE-A4AD-1B742BAAF292,"Indiakaj 3, 1. tv 2100 København Ø",Ejerlejlighed,109,0,3,1,1999,0,3110,94,2,2,5633500,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/339700/40253230-305D-466A-AEEF-FB8C3661FDCF,"Kanslergade 8, 1. tv 2100 København Ø",Ejerlejlighed,175,0,5,1,1920,0,1838,164,1,1,8127000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/808700/09A73B83-C317-4D16-BC4F-57F731ECBC22,"Teglholm Allé 9G, 4. th 2450 København SV",Ejerlejlighed,93,0,3,4,2006,0,1901,83,1,1,4295000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/193926/3556904A-DA06-422D-B013-38CEC5C5E6AE,"Gudenåvej 1, 1. tv 2720 Vanløse",Ejerlejlighed,58,0,2,1,1937,0,848,54,1,1,1850000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/159/46621/FBE9C20A-7F97-4F04-8E94-E82801FEF126,"Gladsaxevej 65, 3. th 2860 Søborg",Ejerlejlighed,57,0,2,3,1946,0,771,57,1,1,1650000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/635066/B3AC5712-3CEA-49C4-93AA-CD5C56B7745C,"Vigerslevvej 40, 2. th 2500 Valby",Ejerlejlighed,59,0,2,2,1930,0,797,54,1,1,1100000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/269/67578/E18063FC-EC0E-4BBF-A7D7-1357171D0A7B,"Akacieparken 10A, 1. 8 2680 Solrød Strand",Ejerlejlighed,66,0,2,1,1975,0,893,60,1,1,1795000,Alm. frit salg,12,2020
https://www.boliga.dk/salg/info/101/5525/38C674CC-E138-493D-B6C9-3D7B1C8EE7D7,"Amerika Plads 16, 4. th 2100 København Ø",Ejerlejlighed,125,0,4,4,2007,0,3222,107,2,1,6499000,Alm. frit salg,12,2020
